agency,id,lat,lon,name
GIR,38142,44.830547,-0.382055,CAMARSAC - Les Sept Frères
GIR,38144,44.833000,-0.363375,CAMARSAC - Mairie
GIR,38136,44.834785,-0.339133,BARON - Le Poteau
GIR,38140,44.827576,-0.322069,BARON - L'Oustalot
GIR,38141,44.825360,-0.313711,BARON - Bariac
GIR,38134,44.822533,-0.293042,ST QUENTIN DE B. - La Magrine
GIR,38137,44.821320,-0.286121,ST QUENTIN DE B. - Stade
GIR,38135,44.817837,-0.273982,ST QUENTIN DE B. - Luchey
GIR,38145,44.818010,-0.268196,ST QUENTIN DE B. - Carensac
GIR,38139,44.817770,-0.254847,ESPIET - Lestrille
GIR,38147,44.822403,-0.248457,TIZAC DE C. - Bel Air
GIR,38148,44.819820,-0.225493,GREZILLAC - Carteyron
GIR,38146,44.822063,-0.217287,GREZILLAC - Le Moine
GIR,38149,44.824482,-0.204331,GREZILLAC - Gariga
GIR,38158,44.830560,-0.544295,BORDEAUX - Mattéotti
GIR,36440,44.827360,-0.538497,FLOIRAC - AIA
GIR,38155,44.825157,-0.533585,FLOIRAC - Arena
GIR,38191,44.814995,-0.527929,Bouliac Centre Commercial
GIR,38179,44.778560,-0.495458,LATRESNE - Aire de Covoiturage
GIR,38176,44.772660,-0.487523,CAMBLANES - Fontbonne
GIR,38162,44.769855,-0.488371,CAMBLANES - Vienne
GIR,38174,44.765150,-0.488829,CAMBLANES - Eglise
GIR,38164,44.766983,-0.482504,CAMBLANES - Garaude
GIR,38167,44.766953,-0.478254,CAMBLANES - Bavolier
GIR,38171,44.768032,-0.466582,CAMBLANES - La Lande
GIR,38156,44.768970,-0.457548,CAMBLANES - Rd Pt de la Barade
GIR,38173,44.769714,-0.435381,CAMBLANES - Jossim
GIR,38190,44.768776,-0.421376,SADIRAC - Platon
GIR,38180,44.763237,-0.403110,MADIRAC - Le Carpe
GIR,38153,44.762993,-0.394310,MADIRAC - Les Mignons
GIR,38178,44.764660,-0.383878,SADIRAC - Chalon
GIR,38170,44.766953,-0.364939,CREON - La Verrerie
GIR,38175,44.770924,-0.352507,CREON - La Croix
GIR,38166,44.772556,-0.345371,CREON - Gendarmerie
GIR,38172,44.771687,-0.335423,CREON - Riboutet
GIR,38169,44.769505,-0.310851,LA SAUVE - Bourg
GIR,38159,44.774326,-0.301827,LA SAUVE - La Tuilière
GIR,38184,44.774754,-0.268458,ST LEON - J. Guillos
GIR,38161,44.768616,-0.272408,ST LEON - Bourg
GIR,38189,44.765293,-0.275365,ST LEON - Le Canton
GIR,38160,44.755190,-0.286665,ST LEON - Chanterot
GIR,38165,44.748158,-0.277890,TARGON - Dom. du Bois de Chartres
GIR,38168,44.739060,-0.270433,TARGON - Berthoumieu
GIR,38163,44.734562,-0.264827,TARGON - Pl. du 11 Novembre
GIR,38151,44.738903,-0.216906,BELLEBAT - Bourg
GIR,38177,44.722332,-0.194924,BAIGNEAUX - Au Pont
GIR,38182,44.702460,-0.168290,MARTRES - Jeandillon
GIR,38188,44.697315,-0.167765,COIRAC - Marchand
GIR,38187,44.691566,-0.166760,COIRAC - Bourg
GIR,38181,44.697132,-0.147923,ST BRICE - Le Puits
GIR,38186,44.697815,-0.141841,ST BRICE - Penot
GIR,38183,44.696840,-0.127286,ST BRICE - Les Boineaux
GIR,38154,44.697525,-0.109135,SAUVETERRE - Cantillac
GIR,38152,44.776093,-0.349632,CREON - Office du Tourisme
GIR,38185,44.839020,-0.559312,Quai Deschamps
GIR,38211,44.817640,-0.527436,BOULIAC - C. Cial Gabarre
GIR,36974,44.821068,-0.513345,Pont de Bouliac
GIR,38207,44.811560,-0.506487,BOULIAC - Le Marais
GIR,38201,44.805107,-0.498141,CARIGNAN BX - Croix d'Ardit
GIR,38206,44.808334,-0.492813,CARIGNAN BX - Grand Arnaud
GIR,38192,44.809560,-0.478642,CARIGNAN BX - Bouchon de Robert
GIR,38196,44.813274,-0.474726,CARIGNAN BX - Mairie
GIR,38205,44.816807,-0.473789,CARIGNAN BX - Moulin Vergne
GIR,38198,44.819060,-0.473081,CARIGNAN BX - Rd Pt de Cabirac
GIR,38194,44.820316,-0.468391,CARIGNAN BX - Bel Air
GIR,38193,44.822193,-0.460297,CARIGNAN BX - Lestonnac
GIR,38215,44.819767,-0.445170,FARGUES ST H. - Clos Poujeau
GIR,38197,44.815460,-0.447891,FARGUES ST H. - La Fraise
GIR,38202,44.804585,-0.439952,LIGNAN BX - Escorgeboeuf
GIR,38204,44.796917,-0.427798,LIGNAN BX - Bourg
GIR,38200,44.791523,-0.425072,LIGNAN BX - Casaubaque
GIR,38195,44.783623,-0.416709,SADIRAC - Piron
GIR,38216,44.781124,-0.411423,SADIRAC - Eglise
GIR,38214,44.783283,-0.400420,SADIRAC - Le Casse
GIR,38209,44.783226,-0.396091,SADIRAC - Les Merles
GIR,38208,44.781624,-0.385320,SADIRAC - Balaude
GIR,38213,44.791145,-0.381529,SADIRAC - Laurent Videau
GIR,38212,44.794110,-0.383905,SADIRAC - Lorient
GIR,38199,44.785710,-0.373360,SADIRAC - ZA Bel Air
GIR,38218,44.783157,-0.369893,SADIRAC - Camping
GIR,38217,44.780310,-0.362686,SADIRAC - La Croix Blanche
GIR,33420,44.776203,-0.351452,CREON - Le Moulin
GIR,38210,44.772003,-0.336950,CREON - Centre Commercial
GIR,38231,44.770763,-0.457363,CENAC - Le Pin Franc
GIR,38232,44.779514,-0.460663,CENAC - Bourg
GIR,38230,44.765285,-0.452155,CAMBLANES - Damluc
GIR,38223,44.759422,-0.452580,CAMBLANES - Meynac
GIR,38226,44.754925,-0.448839,ST CAPRAIS BX - Tambourins
GIR,38219,44.749065,-0.451820,CAMBES - Baragne
GIR,38225,44.750458,-0.443748,ST CAPRAIS BX - La Pastorale
GIR,38224,44.750153,-0.435353,ST CAPRAIS BX - Mairie
GIR,38220,44.748226,-0.431684,ST CAPRAIS BX - Stade
GIR,38222,44.747963,-0.423140,ST CAPRAIS BX - Patagrou
GIR,38221,44.742798,-0.416730,ST CAPRAIS BX - Vacher
GIR,38228,44.735058,-0.410672,TABANAC - Les Gahets
GIR,38229,44.726740,-0.401956,TABANAC - Chât. d'Eau
GIR,38227,44.720820,-0.405770,TABANAC - Mairie
GIR,38233,44.828340,-0.602577,Hôpital Pellegrin
GIR,35493,44.826477,-0.600635,Bordeaux Carreire
GIR,35466,44.823265,-0.600746,Charles Perrens
GIR,35482,44.821106,-0.602051,Tauzin
GIR,38234,44.804752,-0.600654,TALENCE - Arts et Métiers
GIR,35471,44.801010,-0.596876,Lycée Kastler
GIR,35628,44.799015,-0.598698,CREPS
GIR,35636,44.796543,-0.602400,Ecole de Management
GIR,36031,44.792270,-0.605480,Ecole d'Architecture
GIR,38246,44.802480,-0.503380,LATRESNE - La Seleyre
GIR,38250,44.798470,-0.502068,LATRESNE - Chem. de Coulon
GIR,38248,44.792040,-0.500984,LATRESNE - Les Carrières
GIR,38285,44.786590,-0.498483,LATRESNE - Rd Pt du 5 Décembre
GIR,38286,44.785336,-0.503621,LATRESNE - Chem Port de l'Homme
GIR,38263,44.781925,-0.495315,LATRESNE - Aérocampus
GIR,38235,44.772633,-0.492857,CAMBLANES - Bellevue
GIR,38243,44.766006,-0.494408,CAMBLANES - Le Flech
GIR,38242,44.759583,-0.496439,QUINSAC - Escute
GIR,38239,44.750416,-0.492264,QUINSAC - Bigueresse
GIR,38240,44.744797,-0.486450,QUINSAC - Le Joucla
GIR,38241,44.739613,-0.481198,QUINSAC - Esconac
GIR,38280,44.732243,-0.464605,CAMBES - Bourg
GIR,38237,44.725246,-0.438522,BAURECH - Bourg
GIR,38236,44.722622,-0.428700,BAURECH - Le Bridat
GIR,38251,44.717840,-0.417978,TABANAC - Le Rouquey
GIR,38287,44.710170,-0.403331,LE TOURNE - Bourg
GIR,38272,44.705437,-0.399369,LANGOIRAN - Centre
GIR,38274,44.700558,-0.390001,LANGOIRAN - Le Gardera
GIR,38276,44.698467,-0.383992,LANGOIRAN - Le Pied du Château
GIR,38245,44.696150,-0.379779,LESTIAC - Chât. Lagarère
GIR,38249,44.692680,-0.374448,LESTIAC - Centre
GIR,38247,44.690758,-0.371780,LESTIAC - Lampon
GIR,38254,44.685528,-0.365039,PAILLET - Centre
GIR,38262,44.681050,-0.362834,PAILLET - Fond d'Arlan
GIR,38261,44.668400,-0.351147,RIONS - St Seurin
GIR,38259,44.665480,-0.348962,RIONS - Bourg
GIR,38258,44.661266,-0.343876,RIONS - Les Dagoisses
GIR,38253,44.656880,-0.339824,RIONS - Beauséjour
GIR,38255,44.653347,-0.334761,BEGUEY - ZA Birole
GIR,38252,44.647890,-0.327551,BEGUEY - La Chapelle
GIR,38260,44.644035,-0.323055,BEGUEY - Centre
GIR,38284,44.635857,-0.321007,CADILLAC - Pl. Lattre de Tassigny
GIR,38283,44.636930,-0.317503,CADILLAC - Pl. des Capucins
GIR,38264,44.630222,-0.309621,CADILLAC - Rés. Lamothe
GIR,38244,44.624332,-0.301742,LOUPIAC - Bourg
GIR,38238,44.618122,-0.298072,LOUPIAC - Pitchat
GIR,38270,44.595470,-0.288592,STE CROIX DU M. - Le Peyrat
GIR,38279,44.581910,-0.264045,VERDELAIS - La Nauze
GIR,38273,44.578945,-0.261011,ST MAIXANT - Mairie
GIR,38275,44.575542,-0.255574,ST MAIXANT - La Lane
GIR,38278,44.570717,-0.246551,ST MAIXANT - Monplaisir
GIR,38277,44.568394,-0.242308,ST MAIXANT - Les Noyers
GIR,38267,44.553550,-0.248718,LANGON - Crs du Gal Leclerc
GIR,38265,44.554207,-0.255242,LANGON - Gare TER
GIR,38268,44.549460,-0.258059,LANGON - Rd Pt du Languedoc
GIR,38256,44.547350,-0.255886,LANGON - Lyc. J. Moulin
GIR,38257,44.545788,-0.251951,LANGON - Coll. T. Lautrec
GIR,38271,44.543510,-0.243740,LANGON - Hôpital
GIR,38269,44.543118,-0.252204,LANGON - Centre Commercial
GIR,38266,44.702347,-0.392925,LANGOIRAN - Biac
GIR,38281,44.584038,-0.259067,VERDELAIS - Le Liloy
GIR,38282,44.588974,-0.250893,VERDELAIS - Bourg
GIR,47229,44.806885,-0.592846,TALENCE - Peixotto
GIR,35598,44.802940,-0.593253,Lycée Victor Louis
GIR,35495,44.801200,-0.594686,Avenue de l'Université
GIR,38293,44.796180,-0.593241,TALENCE - Lyc. Hôtelier
GIR,36009,44.788715,-0.587040,Allende
GIR,37511,44.779720,-0.572838,VILLENAVE D'O. - Rés. Le Château
GIR,35279,44.778280,-0.573316,Sarcignan
GIR,38294,44.766697,-0.580133,VILLENAVE D'O. - Anatole France
GIR,38307,44.756447,-0.584599,Collège Chambéry
GIR,38305,44.752280,-0.587946,LEOGNAN - Le Bicon
GIR,38304,44.747253,-0.591124,LEOGNAN - Centre Commercial
GIR,38302,44.741320,-0.596945,LEOGNAN - Pireques
GIR,38301,44.738167,-0.596050,LEOGNAN - La Bouhume
GIR,38308,44.734850,-0.598728,LEOGNAN - Gendarmerie
GIR,38295,44.732530,-0.599894,LEOGNAN - Luxeau
GIR,38306,44.728730,-0.599854,LEOGNAN - Bourg
GIR,38300,44.721764,-0.587441,LEOGNAN - Le Livran
GIR,38288,44.713993,-0.580539,MARTILLAC - Techno. Montesquieu
GIR,38309,44.714560,-0.551862,MARTILLAC - Le Breyra
GIR,38310,44.713627,-0.542849,MARTILLAC - Bourg
GIR,38299,44.709923,-0.549291,MARTILLAC - La Cave
GIR,38297,44.686928,-0.536312,LA BREDE - Av. Capdevielle
GIR,38296,44.681877,-0.525455,LA BREDE - Bourg
GIR,38292,44.685776,-0.519525,LA BREDE - Coudougney
GIR,38291,44.691307,-0.512052,LA BREDE - La Sauque
GIR,38289,44.717075,-0.593491,LEOGNAN - Châteauneuf
GIR,38303,44.745700,-0.594086,LEOGNAN - Le Luc
GIR,35872,44.780660,-0.566102,VILLENAVE D'O. - Pont de la Maye
GIR,35858,44.772050,-0.564377,Soors
GIR,35861,44.763170,-0.559819,Pyrénées
GIR,38313,44.760014,-0.556401,VILLENAVE D'O. - Pont de Langon
GIR,38314,44.751960,-0.549220,CADAUJAC - Lamothe Le Bouscaut
GIR,38325,44.751354,-0.544074,CADAUJAC - Tennis
GIR,38324,44.752180,-0.540536,CADAUJAC - Stade
GIR,38335,44.751984,-0.533609,CADAUJAC - Av. Gal de Gaulle
GIR,38321,44.729137,-0.519920,CADAUJAC - Chem. Port des Places
GIR,38334,44.726818,-0.522214,CADAUJAC - Chem. de Pâté
GIR,38317,44.723960,-0.527709,CADAUJAC - Marguerites
GIR,38332,44.717846,-0.523356,MARTILLAC - Carpo
GIR,38331,44.710290,-0.518387,ST MEDARD D'E. - Le Pontet
GIR,38330,44.697384,-0.511783,ST MEDARD D'E. - La Prade
GIR,38323,44.670933,-0.486194,ST SELVE - Les Colchiques
GIR,38326,44.670525,-0.481511,ST SELVE - Bourg
GIR,38333,44.657635,-0.474845,ST SELVE - Larnavey
GIR,38327,44.652126,-0.471176,ST SELVE - Jeansotte
GIR,38312,44.660465,-0.494644,ST SELVE - Lacanau
GIR,38329,44.650470,-0.503837,ST MORILLON - Bourg
GIR,38322,44.616055,-0.543151,CABANAC ET V. - Gassies
GIR,38316,44.606785,-0.553835,CABANAC ET V. - Bourg
GIR,38320,44.598660,-0.548181,CABANAC ET V. - Le Gat Mort
GIR,38311,44.548237,-0.503001,GUILLOS - Bourg
GIR,38319,44.513332,-0.566698,LOUCHATS - Bourg
GIR,38328,44.429504,-0.488647,ST SYMPHORIEN - Pl. Michelet
GIR,38343,44.659187,-0.597223,SAUCATS - Morisson
GIR,38342,44.651512,-0.596516,SAUCATS - Bourg
GIR,38338,44.571377,-0.595391,CABANAC ET V. - Villagrains
GIR,38340,44.526314,-0.656844,ST MAGNE - Bourg
GIR,38341,44.493150,-0.640342,HOSTENS - Bourg
GIR,38337,44.490566,-0.630093,HOSTENS - Village Vacances
GIR,38344,44.449394,-0.576636,LE TUZAN - Bourg
GIR,38336,44.825184,-0.556796,BORDEAUX - Gare St Jean
GIR,38339,44.496265,-0.650383,HOSTENS - Le Lac
GIR,35590,44.778996,-0.609614,Cimetière de Gradignan
GIR,38354,44.773790,-0.613753,Eglise de Gradignan
GIR,35624,44.766560,-0.618392,Prieuré de Cayac
GIR,38358,44.760460,-0.622224,GRADIGNAN - Lyc. des Graves
GIR,38375,44.748580,-0.641101,CANEJAN - La House
GIR,38345,44.740395,-0.653438,CESTAS - Val de l'Arriga
GIR,38369,44.738747,-0.655890,CESTAS - Réjouit
GIR,38352,44.731834,-0.666484,CESTAS - Bellevue
GIR,38370,44.715530,-0.691812,CESTAS - La Birade
GIR,38366,44.700770,-0.706062,CESTAS - Jauge
GIR,38362,44.683740,-0.722464,CESTAS - Le Puch
GIR,38368,44.672318,-0.730245,LE BARP - La Lagune du Merle
GIR,38360,44.666733,-0.733593,LE BARP - St Jacques
GIR,38384,44.662090,-0.736407,LE BARP - Le Sarroc
GIR,38381,44.646015,-0.746093,LE BARP - Tournebride
GIR,38357,44.630173,-0.755668,LE BARP - Le Barbareau
GIR,38364,44.610000,-0.767862,LE BARP - Le Garde
GIR,38379,44.605020,-0.770309,LE BARP - Bourg
GIR,38378,44.590980,-0.774539,SALLES - Le Pique
GIR,38380,44.582363,-0.777124,SALLES - La Fleur
GIR,38365,44.573540,-0.780216,SALLES - La Vignolle
GIR,38359,44.552193,-0.846271,SALLES - Perrin
GIR,38385,44.551395,-0.861165,SALLES - Lot. du Grand Chemin
GIR,38349,44.551037,-0.867235,SALLES - Bourg
GIR,38371,44.534912,-0.838590,SALLES - A63 Echangeur 21
GIR,38382,44.526993,-0.811463,BELIN BELIET - Quartier Lauray
GIR,38348,44.514435,-0.793255,BELIN BELIET - Le Moura
GIR,38383,44.508620,-0.788315,BELIN BELIET - Beliet
GIR,38350,44.500523,-0.790063,BELIN BELIET - Piste Cyclable
GIR,38346,44.493095,-0.790325,BELIN BELIET - Belin
GIR,38355,44.757374,-0.636389,CANEJAN - Av. du Lac
GIR,38363,44.753930,-0.641677,CANEJAN - Prés de Petiot
GIR,38367,44.751020,-0.641830,CANEJAN - Centre Commercial
GIR,38356,44.733257,-0.651333,CESTAS - Cassini
GIR,38377,44.729748,-0.648575,CESTAS - Pièces de Choisy
GIR,38376,44.731636,-0.654922,CESTAS - Allée du Courtillas
GIR,38351,44.535446,-0.881018,SALLES - Le Mayne
GIR,38361,44.523758,-0.870120,SALLES - Le Lanot
GIR,38374,44.484770,-0.883440,LUGOS - Ecole
GIR,38372,44.482185,-0.883006,LUGOS - Bourg
GIR,38373,44.480255,-0.876298,LUGOS - Péléou
GIR,38353,44.528040,-0.817467,BELIN BELIET - Sylva 21
GIR,38347,44.762440,-0.653766,CANEJAN - Mairie
GIR,38391,44.579617,-0.031238,LA REOLE - Gare TER
GIR,38393,44.580055,-0.038615,LA REOLE - Lyc. J. Renou
GIR,38390,44.582630,-0.036318,LA REOLE - Pl. de la Libération
GIR,38388,44.603070,-0.039873,LA REOLE - Malbat
GIR,38392,44.624520,-0.057116,BAGAS - Bourg
GIR,38386,44.629475,-0.059473,CAMIRAN - Les Faures
GIR,38387,44.651230,-0.063001,ST HILAIRE DU B. - Chollet
GIR,38389,44.683780,-0.076431,SAUVETERRE - St Romain de Vignagu
GIR,38399,44.475850,-0.227985,MAZERES - Calès
GIR,38402,44.444760,-0.237098,BAZAS - Super U
GIR,38394,44.437473,-0.225595,BAZAS - Les Acacias
GIR,38410,44.435623,-0.220846,BAZAS - Stade
GIR,38397,44.431602,-0.213940,BAZAS - Centre
GIR,38404,44.424470,-0.182744,ST COME - Bourg
GIR,38396,44.413460,-0.156951,BIRAC - Malchauque
GIR,38401,44.399940,-0.131719,BIRAC - La Potence
GIR,38398,44.398148,-0.125358,LAVAZAN - Crabey
GIR,38406,44.393673,-0.109362,LAVAZAN - Bourg
GIR,38409,44.389305,-0.095121,MARIONS - Le Branat
GIR,38408,44.390690,-0.086011,MARIONS - Constantin
GIR,38407,44.390600,-0.077462,MARIONS - Le Touyre
GIR,38400,44.389767,-0.068336,MASSEILLES - Capette
GIR,38395,44.388740,-0.056938,GRIGNOLS - La Tuilerie
GIR,38405,44.387024,-0.043976,GRIGNOLS - Centre
GIR,38403,44.385010,-0.040527,GRIGNOLS - Caserne des Pompiers
GIR,38414,44.516075,-0.236596,MAZERES - Zone Activité
GIR,38418,44.496480,-0.210039,COIMERES - Bourg
GIR,38421,44.489227,-0.211734,COIMERES - Chaloupin
GIR,38413,44.490350,-0.229438,COIMERES - Manine
GIR,38420,44.406574,-0.224603,CUDOS - Encal
GIR,38427,44.389324,-0.222154,CUDOS - Bourg
GIR,38419,44.392420,-0.235682,CUDOS - Houn de la Peyre
GIR,38423,44.374460,-0.241961,BERNOS - Charron
GIR,38424,44.370674,-0.243747,BERNOS - Bourg
GIR,38417,44.366840,-0.243225,BERNOS - Piouguet
GIR,38422,44.344772,-0.235724,BERNOS - Le Bois du Fond
GIR,38411,44.321747,-0.243264,CAPTIEUX - Londeix
GIR,38412,44.296330,-0.259133,CAPTIEUX - Gendarmerie
GIR,38416,44.292267,-0.261702,CAPTIEUX - Bourg
GIR,38425,44.290060,-0.258226,CAPTIEUX - Maison de Retraite
GIR,38426,44.283207,-0.253130,CAPTIEUX - CAT Haute Lande
GIR,38415,44.313900,-0.247872,CAPTIEUX - Jean du Blanc
GIR,38431,44.609608,-0.029426,ST SEVE - Bourg
GIR,38432,44.625877,-0.028305,LOUBENS - La Roue
GIR,38428,44.649254,-0.021404,LANDERROUET - Chât. Madame
GIR,38430,44.652126,-0.020633,LANDERROUET - Mairie
GIR,38429,44.656555,-0.018531,LANDERROUET - Rival
GIR,38434,44.680200,-0.011507,CASTELMORON - Bourg
GIR,38433,44.698727,-0.050844,SAUVETERRE - St Léger de Vignague
GIR,38487,44.844060,-0.571300,BORDEAUX - Quinconces
GIR,38473,44.842056,-0.579900,BORDEAUX - Pl. Gambetta
GIR,34762,44.840736,-0.592822,Dutertre
GIR,34785,44.840164,-0.600337,Barrière Judaïque
GIR,34828,44.839610,-0.607216,BORDEAUX - Bel Air
GIR,38472,44.837330,-0.619767,La Glacière
GIR,35710,44.834710,-0.636414,Colette
GIR,38470,44.832718,-0.644855,MERIGNAC - Les Quatre Chemins
GIR,34751,44.831470,-0.655963,Mérignac Soleil
GIR,34823,44.829075,-0.663634,Chemin Long
GIR,36595,44.828106,-0.671930,Château Rouquey
GIR,36542,44.822044,-0.691517,La Grave
GIR,38483,44.818610,-0.699664,Oscar Auriac
GIR,38479,44.815285,-0.709844,MERIGNAC - Base Aérienne 106
GIR,38481,44.813750,-0.726788,MERIGNAC - Les Deux Poteaux
GIR,38475,44.812710,-0.744967,ST JEAN D'I. - Rue Dauphine
GIR,38478,44.810710,-0.752847,ST JEAN D'I. - Av. de Boulac
GIR,38464,44.809673,-0.757833,ST JEAN D'I. - Allée du Mayne
GIR,38476,44.808980,-0.766515,ST JEAN D'I. - Allée de Barlan
GIR,38474,44.810986,-0.778067,ST JEAN D'I. - Caserne Pompiers
GIR,38480,44.811367,-0.781704,ST JEAN D'I. - Mairie
GIR,38469,44.808320,-0.787068,ST JEAN D'I. - Rue de la Peloue
GIR,38467,44.807106,-0.793822,ST JEAN D'I. - Clairière St Jean
GIR,38499,44.805836,-0.805811,ST JEAN D'I. - Collège
GIR,38462,44.798977,-0.835993,ST JEAN D'I. - Le Las
GIR,38500,44.786526,-0.912954,LANTON - La Barre
GIR,38445,44.783672,-0.934232,LANTON - Blagon
GIR,38493,44.776060,-1.051825,ANDERNOS - Querquillas
GIR,38497,44.762844,-1.066998,ANDERNOS - Rd Pt du Miami
GIR,38441,44.758003,-1.072536,ANDERNOS - Salle des Sports
GIR,38443,44.754135,-1.077006,ANDERNOS - Lyc. Nord Bassin
GIR,38495,44.751354,-1.080456,ANDERNOS - Allée P. Despagne
GIR,38442,44.747417,-1.088612,ANDERNOS - Capsus
GIR,38498,44.745930,-1.092580,ANDERNOS - Rue de la Carreyre
GIR,38460,44.742355,-1.098069,ANDERNOS - Centre
GIR,38491,44.749360,-1.107311,ANDERNOS - Comte
GIR,38450,44.758000,-1.118913,ARES - Paco
GIR,38453,44.760810,-1.126609,ARES - Camp. les Ecureuils
GIR,38455,44.762890,-1.132343,ARES - Bld de l'Aérium
GIR,38451,44.766457,-1.138929,ARES - Centre
GIR,38452,44.775860,-1.141698,ARES - Le Perrey
GIR,38482,44.786430,-1.143504,LEGE - Pl. d'Ignac
GIR,38504,44.793830,-1.148039,Cap-Ferret-Andernos
GIR,38505,44.790226,-1.159007,LEGE - Le Barail
GIR,38507,44.760723,-1.180255,LEGE - La Pignada
GIR,38508,44.755856,-1.180181,LEGE - Jane de Boy
GIR,38477,44.748817,-1.180991,LEGE - Claouey
GIR,38456,44.744600,-1.181398,LEGE - Lède des Oies
GIR,38502,44.731350,-1.196192,LEGE - Le Four
GIR,38503,44.728080,-1.197685,LEGE - Les Jacquets
GIR,38494,44.723328,-1.204691,LEGE - Le Petit Piquey
GIR,38485,44.717613,-1.211688,LEGE - Le Grand Piquey
GIR,38484,44.712868,-1.217557,LEGE - Allée des Ecureuils
GIR,38458,44.711285,-1.220939,LEGE - Les Réservoirs
GIR,38492,44.707554,-1.224755,LEGE - Piraillan
GIR,38490,44.700060,-1.230005,LEGE - Le Canon
GIR,38447,44.694010,-1.235703,LEGE - Dune de l'Herbe
GIR,38446,44.686280,-1.237508,LEGE - Rd Pt de l'Herbe
GIR,38489,44.658978,-1.251955,LEGE - Allée des Dunes
GIR,38448,44.654945,-1.249760,LEGE - Av. de l'Océan
GIR,38471,44.656280,-1.241939,LEGE - Rue de la Plage
GIR,38468,44.651910,-1.245357,LEGE - Rue des Fauvettes
GIR,38454,44.650616,-1.251238,LEGE - Rue des Mouettes
GIR,38463,44.642700,-1.248788,LEGE - Av. Sud du Phare
GIR,38506,44.639600,-1.248794,LEGE - La Brise
GIR,38461,44.640070,-1.254395,LEGE - Av. des Tourterelles
GIR,38488,44.629288,-1.252811,LEGE - Av. Nord
GIR,38486,44.623900,-1.247233,LEGE - La Pointe
GIR,38459,44.629430,-1.249303,LEGE - Rue du Sémaphore
GIR,38466,44.648746,-1.248926,LEGE - Av. Nord du Phare
GIR,34835,44.836650,-0.605974,Verte
GIR,38465,44.836594,-0.598215,BORDEAUX - Barr. d'Arès
GIR,38449,44.838516,-0.589896,BORDEAUX - St Bruno
GIR,38501,44.840054,-0.583884,Gambetta Mériadeck
GIR,38457,44.798733,-1.222186,LEGE - Océan le Grand Crohot
GIR,36793,44.796562,-0.621679,Unitec
GIR,36267,44.786217,-0.639287,Eiffel
GIR,38515,44.785282,-0.644151,PESSAC - Archimède
GIR,36243,44.781075,-0.655329,Europarc
GIR,38509,44.775223,-0.663869,CANEJAN - La Briquetterie
GIR,38510,44.768295,-0.659965,CANEJAN - Rd Pt Granet
GIR,38520,44.764530,-0.659144,CANEJAN - Allée des Bleuets
GIR,38513,44.763850,-0.669321,CANEJAN - Le Courneau
GIR,38518,44.760803,-0.675607,CANEJAN - Sérignan
GIR,38514,44.753914,-0.685411,CESTAS - Marticot
GIR,38521,44.748764,-0.683392,CESTAS - Mano
GIR,38519,44.745190,-0.682707,CESTAS - Av. Mlle de la Harpe
GIR,38523,44.741936,-0.684057,CESTAS - Gendarmerie
GIR,38516,44.740932,-0.679874,CESTAS - Stade
GIR,38517,44.740840,-0.677112,CESTAS - Pl. Bosquets de Pujau
GIR,38522,44.742060,-0.668352,CESTAS - Près de Pinguet
GIR,38511,44.741200,-0.660151,CESTAS - Moutines
GIR,38512,44.747740,-0.655196,CESTAS - Maison de Retraite
GIR,38536,44.559956,-0.874422,SALLES - Taudignon
GIR,38532,44.591965,-0.898553,MIOS - Lillet
GIR,38531,44.602040,-0.923850,MIOS - Peyot
GIR,38539,44.605396,-0.933983,MIOS - Av. de la Libération
GIR,38545,44.606335,-0.939391,MIOS - Salle des Fêtes
GIR,38547,44.613160,-0.946732,MIOS - Le Bois de Freurot
GIR,38526,44.638040,-0.956728,BIGANOS - Z.A.
GIR,38525,44.637700,-0.965808,BIGANOS - Gare TER
GIR,38530,44.640587,-0.974021,BIGANOS - Lycée Côte d'Argent
GIR,38524,44.641890,-0.976627,BIGANOS - Mairie
GIR,38529,44.646260,-0.982868,BIGANOS - Caserne des Pompiers
GIR,38527,44.656483,-0.987364,BIGANOS - Tagon
GIR,38533,44.679000,-1.009163,AUDENGE - Cimetière
GIR,38534,44.684315,-1.016481,AUDENGE - Mairie
GIR,38535,44.688293,-1.019725,AUDENGE - Av. de Certes
GIR,38542,44.701694,-1.033576,LANTON - La Poste
GIR,38540,44.703922,-1.039259,LANTON - Le Braou
GIR,38543,44.705723,-1.043864,LANTON - Le Roumingue
GIR,38544,44.712254,-1.056492,LANTON - Cassy
GIR,38548,44.714306,-1.060060,LANTON - Stade
GIR,38541,44.717770,-1.064236,LANTON - Croix de Taussat
GIR,38546,44.724070,-1.068180,LANTON - Taussat
GIR,38528,44.732155,-1.079180,ANDERNOS - Le Mauret
GIR,38538,44.734493,-1.083726,ANDERNOS - La Petite Poste
GIR,38537,44.738037,-1.090642,ANDERNOS - Rue du Port du Betey
GIR,38558,45.001194,-1.195874,LACANAU - Océan
GIR,38549,45.005913,-1.171810,LACANAU - Le Huga
GIR,38553,45.002570,-1.135198,LACANAU - Le Moutchic
GIR,38557,45.004234,-1.127738,LACANAU - Chem. des Bainasses
GIR,38556,45.007710,-1.112822,LACANAU - Pitrot
GIR,38555,44.996400,-1.088024,LACANAU - Marina Talaris
GIR,38552,44.988075,-1.082725,LACANAU - La Cousteyre
GIR,38551,44.977543,-1.074315,LACANAU - Ville
GIR,38550,44.976574,-1.066661,LACANAU - Centre Commercial
